Time	State	Spindle-BC-1	Spindle-BC-2	Spindle-BC-3	Spindle-BC-4	Spindle-BC-5	Spindle-BC-6	Spindle-BC-7	Spindle-BC-8	Spindle-BC-9	Spindle-BC-10	Spindle-BC-11	Spindle-BC-12	Spindle-BC-13	Spindle-BC-14	Spindle-BC-15	Spindle-BC-16	Spindle-BC-17	Spindle-BC-18	Spindle-BC-19	Tank-BC-1	Tank-BC-2	PumpHydraulics-BC-1	PumpHydraulics-BC-2	PumpHydraulics-BC-3	PumpHydraulics-BC-4	PumpCoolant-BC-1	PumpCoolant-BC-2	PumpCoolant-BC-3	PumpCoolant-BC-4	PumpHE-BC-1	PumpHE-BC-2	PumpHE-BC-3	PumpHE-BC-4	CtrlSpindle-BC-1	AmpAxes-BC-1	CtrlAxesLin-BC-1	CtrlAxesRot-BC-1	AxisX-BC-1	AxisX-BC-2	AxisX-BC-3	AxisX-BC-4	AxisX-BC-5	AxisX-BC-6	AxisY-BC-1	AxisY-BC-2	AxisY-BC-3	AxisY-BC-4	AxisY-BC-5	AxisY-BC-6	AxisZ-BC-1	AxisZ-BC-2	AxisZ-BC-3	AxisZ-BC-4	AxisZ-BC-5	AxisZ-BC-6	AxisA-BC-1	AxisA-BC-2	AxisA-BC-3	AxisA-BC-4	AxisA-BC-5	AxisB-BC-1	AxisB-BC-2	AxisB-BC-3	AxisB-BC-4	AxisB-BC-5	AxisC-BC-1	AxisC-BC-2	AxisC-BC-3	AxisC-BC-4	AxisC-BC-5	TankHydraulic-BC-1	TankHydraulic-BC-2
1850.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	293.99417998295536	175.80231789600018	293.1499999999999	0.0	63.24698530024449	77.80908328937106	75.04301598912767	559.6823614149179	168.24155840453426	66.82045247021793	857.5521863485696	413.3369439058941	79.29203662905823	67.22611759140578	146.90226766157755	267.43370475095725	30.386273002006448	225.22817286191736	100.08972860327664	100.32405877166019	0.16804489285986732	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804411725255702	0.0	0.0	0.0	293.1753248145219	12.198249585733526	0.40633621550553767	0.0	0.0	NaN	NaN	0.4062979747401763	0.0	0.0	NaN	NaN	0.4062788555198525	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
1860.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	294.08802786221173	174.1709315527373	293.1499999999999	0.0	63.24698530085645	77.80908328937106	75.043015988065	559.6822073113104	168.24157032211232	66.82045247021793	857.5522628360542	400.29683028857255	79.29201925774763	67.22611759140578	146.90227338705162	267.4336917250605	30.386273002006448	224.61186240988488	100.0897326477262	100.32407959640662	0.16804122211350458	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804398352733996	0.0	-0.0	0.0	293.17853682590686	12.19825073166517	0.4060972402454981	0.0	0.0	NaN	NaN	0.4062119395976292	0.0	0.0	NaN	NaN	0.40627885348845805	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
1870.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	294.1715479290466	129.66425986616056	293.1499999999999	0.0	63.24698530075695	77.80908328937106	75.0430159882378	559.6820676863775	168.24157469535768	66.82045247021793	857.5522909037197	392.3744191799971	79.29201785373863	67.22611759140578	146.90227384980406	267.4336919835624	30.386273002006448	224.61174398514214	100.08972185588945	100.32399160944495	0.16804611645089768	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804414399760684	0.0	0.0	0.0	293.1814894091923	12.198250280010836	0.40640314117502885	0.0	0.0	NaN	NaN	0.40632665514549177	0.0	0.0	NaN	NaN	0.4062788560886428	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
1880.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	294.2982733725669	139.5491596243232	293.1499999999999	0.0	63.246985301433575	77.80908328937106	75.04301598706283	559.6819411797744	168.24159137289485	66.82045247021793	857.5523979408536	387.642657156149	79.29200915432304	67.22611759140578	146.90227671707586	267.4337071984045	30.386273002006448	224.6122143603726	100.08973018700321	100.32410452112839	0.1680440771349887	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804407713498629	0.0	0.0	0.0	293.1842927171373	12.198252038500707	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
1890.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	294.36137152628845	109.24403909507417	293.1499999999999	0.0	63.24698530127438	77.80908328937106	75.04301598733926	559.6818265589447	168.2415848854555	66.82045247021793	857.5523563041911	384.8478903962467	79.29200777104357	67.22611759140578	146.90227717299587	267.43370961111856	30.386273002006448	224.61163701371927	100.08972962591179	100.32405877166019	0.16804366927329173	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804407713498629	0.0	0.0	0.0	293.1870097685109	12.198250997338123	0.40627885503231775	0.0	0.0	NaN	NaN	0.40626929534709394	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
1900.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	294.46687969750536	121.3483484422113	293.1499999999999	0.0	63.246985300478336	77.80908328937106	75.0430159887216	559.6817227071896	168.24155494887012	66.82045247021793	857.5521641699866	383.20861889424265	79.29202430238333	67.22611759140578	146.90227172437176	267.43371683013544	30.386273002006448	224.61185754019368	100.08972881880416	100.32405619520065	0.16566695917101298	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16796585698128286	0.0	0.0	0.0	293.1896768345574	12.198249880002091	0.2657981227357926	0.0	0.0	NaN	NaN	0.3522877777616362	0.0	0.0	NaN	NaN	0.40627753478962314	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
1910.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	294.53666800585376	96.68541258713502	293.1499999999999	0.0	63.24698530023951	77.80908328937106	75.04301598913631	559.6816286129549	168.24155571519154	66.82045247021793	857.5521690882664	382.251039636377	79.29203370089445	67.22611759140578	146.9022686266819	267.4337017542267	30.386273002006448	224.61187365241827	100.09780776881563	100.38600709317255	0.17043853895364527	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16812231549765294	0.0	0.0	0.0	293.1923148667682	12.19824998972662	0.5764514811845463	0.0	0.0	NaN	NaN	0.4641278509847901	0.0	0.0	NaN	NaN	0.40628017527715765	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
1920.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	294.63602748964354	108.27725673408393	293.1499999999999	0.0	63.24698530000567	77.80908328937106	75.0430159895424	559.6815433594754	168.24160387648797	66.82045247021793	857.5524781894667	381.69304989939724	79.29204226908861	67.22611759140578	146.90226580265897	267.4336863936829	30.386273002006448	224.27839818583092	100.0903883547486	100.38467834292744	0.1680485636463222	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.1680440370174204	0.0	-0.0	0.0	293.1949359930422	12.198251974054518	0.40658482434382637	0.0	0.0	NaN	NaN	0.40638401899282245	0.0	0.0	NaN	NaN	0.40627885763250243	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
1930.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	294.7005473926364	87.43313268172413	293.1499999999999	0.0	63.24698530029923	77.80908328937106	75.04301598903263	559.6814661160383	168.2416087287737	66.82045247021793	857.552509331657	381.36854835103264	79.29201087626576	67.22611759140578	146.90227614953454	267.4336777005968	30.386273002006448	224.32005611112677	100.08973639816983	100.32417071011191	0.16804040639753523	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804414399760684	0.0	0.0	0.0	293.19754724439133	12.198252326118308	0.4060303397693672	0.0	0.0	NaN	NaN	0.4061928219142371	0.0	0.0	NaN	NaN	0.4062788529196678	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
1940.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	294.79448974954187	97.39475231623372	293.1499999999999	0.0	63.246985300722116	77.80908328937106	75.04301598829827	559.6813961299862	168.24159017236872	66.82045247021793	857.552390235825	381.18006123349267	79.29201508663328	67.22611759140578	146.9022747618243	267.43369962862835	30.386273002006448	224.6112922510996	100.08973145962737	100.32397032335402	0.1680440771349887	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804407713498629	0.0	0.0	0.0	293.2001527000553	12.198250891682875	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
1950.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	294.8584200122988	79.2419783346645	293.1499999999999	0.0	63.24698530066739	77.80908328937106	75.04301598839332	559.6813327193375	168.2415940811377	66.82045247021793	857.5524153224742	381.0705245355735	79.29202661041776	67.22611759140578	146.90227096365825	267.4337134009429	30.386273002006448	224.61226999062504	100.08973241972397	100.32405926393373	0.16804326141208983	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.1680440503899418	0.0	-0.0	0.0	293.202754726003	12.198250985298227	0.4062214986080307	0.0	0.0	NaN	NaN	0.40625973577434077	0.0	0.0	NaN	NaN	0.40627885454478313	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
1960.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	294.9462526114554	87.63095537472053	293.1499999999999	0.0	63.24698530087635	77.80908328937106	75.04301598803043	559.6812752663731	168.24159502635337	66.82045247021793	857.5524213889095	381.00686834578227	79.29201369686217	67.22611759140578	146.90227521988402	267.4336952758634	30.386273002006448	224.61184189216635	100.08972940147613	100.32403844039976	0.16804734004638258	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804407713498629	0.0	0.0	0.0	293.20535469444405	12.198251849258844	0.40650832121879477	0.0	0.0	NaN	NaN	0.4063553365630405	0.0	0.0	NaN	NaN	0.40627885698245625	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
1970.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	295.00842761333666	71.63109874795735	293.1499999999999	0.0	63.24698530062261	77.80908328937106	75.04301598847104	559.6812232113596	168.2415812268759	66.82045247021793	857.552332823273	380.96991421959854	79.29204640350639	67.22611759140578	146.90226443998074	267.43370326255376	30.386273002006448	224.61195542446077	100.0897360828385	100.32414207801976	0.16804244569117083	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16816181606892455	0.0	0.0	0.0	293.2079534015646	12.198250319589365	0.40617370468072644	0.0	0.0	NaN	NaN	0.406240616966245	0.0	0.0	NaN	NaN	0.40627885413850434	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
1980.00	PROCESS	2.9307275553479775	0.0	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	295.09147200204586	78.53382989048895	293.1499999999999	0.0	63.24698530066739	77.80908328937106	75.04301598839332	559.6811760471752	168.24159592212246	66.82045247021793	857.5524271379949	380.94842539197396	79.29202472266624	67.22611759140578	146.90227158584918	267.4336841961058	30.386273002006448	224.61143009597336	100.09591398680578	100.3240217063364	1.9820565461502787E-8	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	2.194352964740468E-8	0.0	-0.0	0.0	293.21055131037883	12.198252113793542	3.483032666383289E-5	0.0	0.0	NaN	NaN	4.503819261506004E-6	0.0	0.0	NaN	NaN	2.516365281625116E-15	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
1990.00	PROCESS	2.9307275553479775	0.0	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	295.11952840038106	67.39126087950352	293.1499999999999	0.0	63.24698530082163	77.80908328937106	75.04301598812546	559.6811333143253	168.2415896075364	66.82045247021793	857.552386610707	380.9359502198717	79.2920188265339	67.22611759140578	146.90227352917694	267.4336824703354	20.289852175803645	224.58258470414518	100.00000001110185	100.00001045591222	8.929823934412933E-30	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	9.599380741105006E-33	0.0	0.0	0.0	293.2131486890996	12.198250896478372	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2000.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	295.1420744025418	75.81026344433893	293.1499999999999	0.0	63.24698530088132	77.80908328937106	75.04301598802182	559.6810945963965	168.24162393369107	66.82045247021793	857.55260691753	380.92872805814073	79.29201692213393	67.22611759140578	146.90227415685496	267.4337056200499	20.289852175803645	226.58222863808854	100.0	100.0	0.16815870588276652	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804783483489036	0.0	0.0	0.0	293.2157456932021	12.19825233702796	0.41376966685325184	0.0	0.0	NaN	NaN	0.40896958276825107	0.0	0.0	NaN	NaN	0.40627891841182157	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2010.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	295.1976868200424	61.78844075844835	293.1499999999999	0.0	63.24698529988131	77.80908328937106	75.04301598975835	559.6810595161803	168.24156258940602	66.82045247021793	857.5522132072387	380.92460495388514	79.29201799481677	67.22611759140578	146.9022738033056	267.4337031433088	30.386273002006448	226.58227848101265	100.08976395866188	100.3267660503336	0.16804326141208983	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.1680440370174204	0.0	-0.0	0.0	293.2183424144479	12.198250666334893	0.4062214986080307	0.0	0.0	NaN	NaN	0.40625973577434077	0.0	0.0	NaN	NaN	0.40627885454478313	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2020.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	295.295063593293	65.59792051996281	293.1499999999999	0.0	63.24698530018975	77.80908328937106	75.04301598922271	559.6810277320708	168.24159227190185	66.82045247021793	857.5524037107197	380.9221458324946	79.29201514206385	67.22611759140578	146.90227474355476	267.4337046752837	30.386273002006448	224.5988022477009	100.0897286994607	100.32403844039976	0.1680440771349887	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804409050750937	0.0	0.0	0.0	293.22093890619834	12.198250985836312	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2030.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	295.34844581108297	54.94170385350116	293.1499999999999	0.0	63.24698530103556	77.80908328937106	75.04301598775399	559.6809989343515	168.2415897567858	66.82045247021793	857.5523875685958	380.92063810638734	79.29200660284923	67.22611759140578	146.90227755802522	267.4337055478053	30.386273002006448	224.61195876739146	100.08972962947426	100.32405877166019	0.16804570858672588	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804413062508164	0.0	0.0	0.0	293.2235351986638	12.198251162534332	0.40640314117502885	0.0	0.0	NaN	NaN	0.4063170948979163	0.0	0.0	NaN	NaN	0.4062788560886428	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2040.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	295.4143181198811	58.37854249887186	293.1499999999999	0.0	63.24698530037881	77.80908328937106	75.04301598889441	559.6809728421213	168.2415785317124	66.82045247021793	857.5523155256018	380.91982826092163	79.29203244341414	67.22611759140578	146.9022690411395	267.43371447062935	30.386273002006448	224.61185752322956	100.08973566242307	100.32410303462976	0.16804326141208983	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.1680440503899418	0.0	-0.0	0.0	293.2261313100489	12.19825067465271	0.4062119395976292	0.0	0.0	NaN	NaN	0.40625973577434077	0.0	0.0	NaN	NaN	0.4062788544635274	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2050.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	295.47484882357054	48.041454357871764	293.1499999999999	0.0	63.24698530044847	77.80908328937106	75.04301598877345	559.6809492013549	168.2416280558626	66.82045247021793	857.552633373827	380.9193255538042	79.29200393658047	67.22611759140578	146.90227843681026	267.4336970005105	30.386273002006448	224.6116180188563	100.08973219528484	100.32403639130972	0.1680420378314538	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804401027237914	0.0	-0.0	0.0	293.2287272521584	12.19825210223946	0.40615458789709713	0.0	0.0	NaN	NaN	0.40623105773090273	0.0	0.0	NaN	NaN	0.4062788539759928	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2060.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	295.5435594235614	50.76229564167533	293.1499999999999	0.0	63.246985299876314	77.80908328937106	75.04301598976699	559.6809277818592	168.24160246848837	66.82045247021793	857.552469152862	380.9191279003803	79.29202963119585	67.22611759140578	146.90226996802892	267.4337057938033	30.386273002006448	224.61195187818143	100.08972487411847	100.32401243027518	0.16805712897063024	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804411725255702	0.0	0.0	0.0	293.23132303203624	12.198251442471175	0.40713968726857064	0.0	0.0	NaN	NaN	0.40658482434382637	0.0	0.0	NaN	NaN	0.4062788623453373	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2070.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	295.59690978280366	41.752944110839955	293.1499999999999	0.0	63.24698530097585	77.80908328937106	75.04301598785766	559.6809083749101	168.24157111566197	66.82045247021793	857.5522679290874	380.9190747013267	79.29200871095279	67.22611759140578	146.90227686320782	267.4337047945878	30.386273002006448	224.61210084104292	100.08975336956702	100.32437582869328	0.1680310258061897	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.1680440370174204	0.0	-0.0	0.0	293.2339186542935	12.198250665317286	0.40541893380596683	0.0	0.0	NaN	NaN	0.4059730008904561	0.0	0.0	NaN	NaN	0.40627884771929845	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2080.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	295.6615009024679	43.67468834919918	293.1499999999999	0.0	63.246985300413655	77.80908328937106	75.04301598883393	559.6808907912501	168.24159775863626	66.82045247021793	857.552438924821	380.9189040726506	79.2920199449182	67.22611759140578	146.90227316056456	267.43370126051605	30.386273002006448	224.61023467977304	100.08972194767962	100.32374825009003	0.16805141873017168	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804407713498629	0.0	0.0	0.0	293.23651412007223	12.19825142870931	0.40675698269321114	0.0	0.0	NaN	NaN	0.4064509485987762	0.0	0.0	NaN	NaN	0.40627885909510636	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2090.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	295.71499288831	35.52789840625791	293.1499999999999	0.0	63.24698530095098	77.80908328937106	75.04301598790086	559.6808748595869	168.2415884065174	66.82045247021793	857.5523789025156	380.91879006840384	79.2920230155452	67.22611759140578	146.90227214850543	267.43371048615273	30.386273002006448	224.61337277734762	100.08973996339724	100.32423518684801	0.1680359199950937	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.1680440503899418	0.0	-0.0	0.0	293.2391094292959	12.198251274864358	0.40574368586414045	0.0	0.0	NaN	NaN	0.4060876826972112	0.0	0.0	NaN	NaN	0.4062788504819945	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
