Time	State	Spindle-BC-1	Spindle-BC-2	Spindle-BC-3	Spindle-BC-4	Spindle-BC-5	Spindle-BC-6	Spindle-BC-7	Spindle-BC-8	Spindle-BC-9	Spindle-BC-10	Spindle-BC-11	Spindle-BC-12	Spindle-BC-13	Spindle-BC-14	Spindle-BC-15	Spindle-BC-16	Spindle-BC-17	Spindle-BC-18	Spindle-BC-19	Tank-BC-1	Tank-BC-2	PumpHydraulics-BC-1	PumpHydraulics-BC-2	PumpHydraulics-BC-3	PumpHydraulics-BC-4	PumpCoolant-BC-1	PumpCoolant-BC-2	PumpCoolant-BC-3	PumpCoolant-BC-4	PumpHE-BC-1	PumpHE-BC-2	PumpHE-BC-3	PumpHE-BC-4	CtrlSpindle-BC-1	AmpAxes-BC-1	CtrlAxesLin-BC-1	CtrlAxesRot-BC-1	AxisX-BC-1	AxisX-BC-2	AxisX-BC-3	AxisX-BC-4	AxisX-BC-5	AxisX-BC-6	AxisY-BC-1	AxisY-BC-2	AxisY-BC-3	AxisY-BC-4	AxisY-BC-5	AxisY-BC-6	AxisZ-BC-1	AxisZ-BC-2	AxisZ-BC-3	AxisZ-BC-4	AxisZ-BC-5	AxisZ-BC-6	AxisA-BC-1	AxisA-BC-2	AxisA-BC-3	AxisA-BC-4	AxisA-BC-5	AxisB-BC-1	AxisB-BC-2	AxisB-BC-3	AxisB-BC-4	AxisB-BC-5	AxisC-BC-1	AxisC-BC-2	AxisC-BC-3	AxisC-BC-4	AxisC-BC-5	TankHydraulic-BC-1	TankHydraulic-BC-2
2790.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.55581203450396	-65.01701665769131	293.1499999999999	0.0	63.24698530040866	77.80908328937106	75.04301598884257	559.6807213784072	168.24159324007869	66.82045247021793	857.5524099245207	380.9186794441173	79.29201067846384	67.22611759140578	146.90227621472877	267.433690829689	30.386273002006448	224.61282589217222	100.08974046939288	100.32421647385654	0.16804040639753523	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804407713498629	0.0	0.0	0.0	293.420420291194	12.198251432540612	0.4060303397693672	0.0	0.0	NaN	NaN	0.4061928219142371	0.0	0.0	NaN	NaN	0.4062788529196678	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2800.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.5718077760929	-65.86310102414926	293.1499999999999	0.0	63.24698530138881	77.80908328937106	75.04301598714059	559.6807213639865	168.2415721652783	66.82045247021793	857.5522746655677	380.91869626090727	79.29201274703233	67.22611759140578	146.90227553294181	267.4336997030898	30.386273002006448	224.61105494172978	100.08973144181472	100.32397032335402	0.16804326141208983	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804435795808173	0.0	0.0	0.0	293.4230055917581	12.198250598699344	0.4062214986080307	0.0	0.0	NaN	NaN	0.40625973577434077	0.0	0.0	NaN	NaN	0.40627885454478313	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2810.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.5872536424133	-66.76902438675823	293.1499999999999	0.0	63.246985300995746	77.80908328937106	75.0430159878231	559.6807213507791	168.2415607836959	66.82045247021793	857.5522016181214	380.918661325304	79.29201909693268	67.22611759140578	146.90227344005518	267.43371538530346	30.386273002006448	224.6122700754472	100.08974554784666	100.32403844039976	0.1680440771349887	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804376956710343	0.0	-0.0	0.0	293.42559076287694	12.198250334021887	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2820.00	PROCESS	2.9307275553479775	0.0	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.6024037054052	-67.57722090412697	293.1499999999999	0.0	63.24698530089624	77.80908328937106	75.0430159879959	559.6807213387162	168.24155214178055	66.82045247021793	857.5521461539796	380.9185595241059	79.29201996533448	67.22611759140578	146.9022731538355	267.43370252931857	30.386273002006448	224.6118785369821	100.08972954397491	100.32405877166019	1.9264226499118484E-8	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	2.0708655199267384E-11	0.0	-0.0	0.0	293.42817580373753	12.198250084967107	3.368914617370638E-5	0.0	0.0	NaN	NaN	4.3774025788171755E-6	0.0	0.0	NaN	NaN	2.433919113573408E-15	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2830.00	PROCESS	2.9307275553479775	0.0	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.5847712287317	-65.41987580885687	293.1499999999999	0.0	63.246985300324084	77.80908328937106	75.04301598898944	559.6807213278792	168.24157147486844	66.82045247021793	857.5522702344894	380.91844886972353	79.29202554663867	67.22611759140578	146.90227131427304	267.43370150205055	20.289852175803645	224.6118579303693	100.00000000512637	100.000010118956	0.16804081425527248	0.0	0.0	0.0	NaN	NaN	0.1680432426906023	0.0	0.0	0.0	NaN	NaN	0.16804384980217613	0.0	0.0	0.0	293.43076071324924	12.198249847668505	0.4060685679380484	0.0	0.0	NaN	NaN	0.40620238069969805	0.0	0.0	NaN	NaN	0.4062788532446907	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2840.00	PROCESS	2.9307275553479775	0.0	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.54352144347735	-63.387290257367106	293.1499999999999	0.0	63.246985300866406	77.80908328937106	75.04301598804773	559.6807213181556	168.241559842453	66.82045247021793	857.5521955771876	380.9184099315465	79.29202439656493	67.22611759140578	146.9022716933301	267.43369669932383	20.289852175803645	226.5822302710966	100.1340326353832	100.32407260321371	0.19226943687991	0.0	0.0	0.0	NaN	NaN	0.1682867101230778	0.0	0.0	0.0	NaN	NaN	0.1685596082424598	0.0	0.0	0.0	293.43334549254786	12.198251844914259	3.3599349431111927	0.0	0.0	NaN	NaN	1.1402413874569057	0.0	0.0	NaN	NaN	0.4062918102306994	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2850.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.5220505785357	-62.613902064526876	293.1499999999999	0.0	63.24698530031414	77.80908328937106	75.04301598900672	559.6807213093588	168.24161249563446	66.82045247021793	857.5525335075433	380.9184070102166	79.2920319464339	67.22611759140578	146.90226920494104	267.43369493172634	20.289852175803645	224.40082496388456	100.21167648690174	101.32935683732298	0.14555825609583145	0.0	-0.0	0.0	NaN	NaN	8.691799777027724E-8	0.0	-0.0	0.0	NaN	NaN	0.16753448952015418	0.0	-0.0	0.0	293.43593014370293	12.198251673203973	0.304972518400065	0.0	0.0	NaN	NaN	0.043735986905926054	0.0	0.0	NaN	NaN	0.40626596471905213	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2860.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.5359121773709	-64.26165940393956	293.1499999999999	0.0	63.246985300587795	77.80908328937106	75.04301598853155	559.6807213013834	168.2415913017608	66.82045247021793	857.5523974843127	380.91850748364317	79.29202188589171	67.22611759140578	146.90227252083207	267.433690421111	30.386273002006448	219.24402455613298	100.0836659095609	100.2006962704491	0.1680440771349887	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.1680428602376176	0.0	-0.0	0.0	293.4385146682687	12.198251044165708	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2870.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.5660008091199	-65.68942534426013	293.1499999999999	0.0	63.24698530103556	77.80908328937106	75.04301598775399	559.6807212942043	168.24155100783483	66.82045247021793	857.5521388762735	380.9186462043024	79.29202130677318	67.22611759140578	146.9022727117058	267.4336941883521	30.386273002006448	225.22817286191736	100.08972860327664	100.32405877166019	0.16804489285986732	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804411725255702	0.0	0.0	0.0	293.4410990679343	12.198250393326276	0.40633621550553767	0.0	0.0	NaN	NaN	0.4062979747401763	0.0	0.0	NaN	NaN	0.4062788555198525	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2880.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.5782463441607	-65.98979494754074	293.1499999999999	0.0	63.246985300393746	77.80908328937106	75.04301598886845	559.6807212875913	168.2415817535957	66.82045247021793	857.5523362037823	380.9185761622633	79.2920340952358	67.22611759140578	146.90226849670947	267.4337014191348	30.386273002006448	224.61186240988488	100.0897326477262	100.32407959640662	0.16804122211350458	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804398352733996	0.0	-0.0	0.0	293.4436833415112	12.19825097610617	0.4060972402454981	0.0	0.0	NaN	NaN	0.4062119395976292	0.0	0.0	NaN	NaN	0.40627885348845805	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2890.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.589742720173	-67.0004097775063	293.1499999999999	0.0	63.24698530175199	77.80908328937106	75.0430159865099	559.6807212816251	168.24158119864342	66.82045247021793	857.5523326420753	380.9185083055922	79.29203870187845	67.22611759140578	146.90226697838906	267.43368872262454	30.386273002006448	224.61174398514214	100.08972185588945	100.32399160944495	0.16804611645089768	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804414399760684	0.0	0.0	0.0	293.4462674871173	12.198250597793676	0.40640314117502885	0.0	0.0	NaN	NaN	0.40632665514549177	0.0	0.0	NaN	NaN	0.4062788560886428	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2900.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.60739090239605	-67.8596598214085	293.1499999999999	0.0	63.24698530044847	77.80908328937106	75.04301598877345	559.6807212761007	168.2415741091728	66.82045247021793	857.5522871415609	380.91854313203646	79.29204421586495	67.22611759140578	146.9022651610137	267.4336793935261	30.386273002006448	224.6122143603726	100.08973018700321	100.32410452112839	0.1680440771349887	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804407713498629	0.0	0.0	0.0	293.4488515059676	12.198250479391998	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2910.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.62248135301115	-68.75146367616479	293.1499999999999	0.0	63.24698529960266	77.80908328937106	75.04301599024217	559.6807212710992	168.2415743901519	66.82045247021793	857.5522889448958	380.918546131223	79.29203982840417	67.22611759140578	146.90226660709328	267.43367477058223	30.386273002006448	224.61163701371927	100.08972962591179	100.32405877166019	0.16804366927329173	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804407713498629	0.0	0.0	0.0	293.4514353988426	12.19824920936555	0.40627885503231775	0.0	0.0	NaN	NaN	0.40626929534709394	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2920.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.6359494122544	-69.40971150629592	293.1499999999999	0.0	63.24698530016986	77.80908328937106	75.04301598925727	559.6807212669122	168.24155033167338	66.82045247021793	857.5521345366442	380.91853058868423	79.29203642996437	67.22611759140578	146.90226772719768	267.4336756526225	30.386273002006448	224.61185754019368	100.08972881880416	100.32405619520065	0.16566695917101298	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16796585698128286	0.0	0.0	0.0	293.4540191655605	12.198249346208927	0.2657981227357926	0.0	0.0	NaN	NaN	0.3522877777616362	0.0	0.0	NaN	NaN	0.40627753478962314	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2930.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.6500679439801	-70.33070605365309	293.1499999999999	0.0	63.24698530110523	77.80908328937106	75.04301598763301	559.6807212631545	168.24160322790152	66.82045247021793	857.5524740268099	380.9184622060141	79.29199517706986	67.22611759140578	146.90228132388847	267.43368166367316	30.386273002006448	224.61187365241827	100.09780776881563	100.38600709317255	0.17043853895364527	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16812231549765294	0.0	0.0	0.0	293.4566028070687	12.198252596666453	0.5764514811845463	0.0	0.0	NaN	NaN	0.4641278509847901	0.0	0.0	NaN	NaN	0.40628017527715765	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2940.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.66422238814243	-71.00491195325274	293.1499999999999	0.0	63.24698530103556	77.80908328937106	75.04301598775399	559.680721259515	168.24159568968835	66.82045247021793	857.5524256462228	380.918492620633	79.2920282717676	67.22611759140578	146.90227041608784	267.43371566872435	30.386273002006448	224.27839818583092	100.0903883547486	100.38467834292744	0.1680485636463222	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.1680440370174204	0.0	-0.0	0.0	293.4591863237411	12.19825143175415	0.40658482434382637	0.0	0.0	NaN	NaN	0.40638401899282245	0.0	0.0	NaN	NaN	0.40627885763250243	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2950.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.6774261835005	-71.83754951614672	293.1499999999999	0.0	63.24698530120474	77.80908328937106	75.0430159874602	559.6807212560811	168.2415754680087	66.82045247021793	857.5522958626257	380.91862438003955	79.29201735334112	67.22611759140578	146.90227401473186	267.433709315046	30.386273002006448	224.32005611112677	100.08973639816983	100.32417071011191	0.16804040639753523	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804414399760684	0.0	0.0	0.0	293.4617697166742	12.198250354694228	0.4060303397693672	0.0	0.0	NaN	NaN	0.4061928219142371	0.0	0.0	NaN	NaN	0.4062788529196678	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2960.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.6906037296668	-72.4908435294651	293.1499999999999	0.0	63.24698529967732	77.80908328937106	75.04301599011255	559.6807212529458	168.24155919992936	66.82045247021793	857.5521914534469	380.91863471131944	79.29203616049935	67.22611759140578	146.90226781601163	267.4336935788551	30.386273002006448	224.6112922510996	100.08973145962737	100.32397032335402	0.1680440771349887	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804407713498629	0.0	0.0	0.0	293.4643529858579	12.198248958943793	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2970.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.7034557025223	-73.29296308267884	293.1499999999999	0.0	63.24698530057286	77.80908328937106	75.04301598855746	559.6807212503268	168.2416012683562	66.82045247021793	857.5524614503602	380.91854868831916	79.2920094384369	67.22611759140578	146.90227662343375	267.4336931885748	30.386273002006448	224.61226999062504	100.08973241972397	100.32405926393373	0.16804326141208983	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.1680440503899418	0.0	-0.0	0.0	293.46693613030106	12.19825136527063	0.4062214986080307	0.0	0.0	NaN	NaN	0.40625973577434077	0.0	0.0	NaN	NaN	0.40627885454478313	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2980.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.7160990807836	-73.92048588860688	293.1499999999999	0.0	63.24698530062261	77.80908328937106	75.04301598847104	559.6807212480373	168.24155723684095	66.82045247021793	857.5521788542696	380.91856056729523	79.29201513475032	67.22611759140578	146.90227474596526	267.4336998319418	30.386273002006448	224.61184189216635	100.08972940147613	100.32403844039976	0.16804734004638258	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804407713498629	0.0	0.0	0.0	293.4695191501586	12.1982495196077	0.40650832121879477	0.0	0.0	NaN	NaN	0.4063553365630405	0.0	0.0	NaN	NaN	0.40627885698245625	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
2990.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.7283022296942	-74.67730941516491	293.1499999999999	0.0	63.246985300324084	77.80908328937106	75.04301598898944	559.6807212458289	168.24159486651996	66.82045247021793	857.5524203630916	380.9185640409004	79.29201624446259	67.22611759140578	146.90227438021117	267.4337143941282	30.386273002006448	224.61195542446077	100.0897360828385	100.32414207801976	0.16804244569117083	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16816181606892455	0.0	0.0	0.0	293.4721020465809	12.198251579859946	0.40617370468072644	0.0	0.0	NaN	NaN	0.406240616966245	0.0	0.0	NaN	NaN	0.40627885413850434	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
3000.00	PROCESS	2.9307275553479775	0.0	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.74039782068263	-75.28630114603628	293.1499999999999	0.0	63.246985299931055	77.80908328937106	75.04301598967194	559.6807212438754	168.2415750945821	66.82045247021793	857.5522934659583	380.9185501044484	79.29201658002712	67.22611759140578	146.90227426961127	267.4337032844872	30.386273002006448	224.61143009597336	100.09591398680578	100.3240217063364	1.9820565461502787E-8	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	2.194352964740468E-8	0.0	-0.0	0.0	293.474684819646	12.198249987833918	3.483032666383289E-5	0.0	0.0	NaN	NaN	4.503819261506004E-6	0.0	0.0	NaN	NaN	2.516365281625116E-15	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
3010.00	PROCESS	2.9307275553479775	0.0	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.71967771925466	-72.98040863258846	293.1499999999999	0.0	63.246985300722116	77.80908328937106	75.04301598829827	559.680721242208	168.24156951220175	66.82045247021793	857.5522576380158	380.9185859182716	79.29201269574696	67.22611759140578	146.90227554984517	267.43370628905114	20.289852175803645	224.58258470414518	100.00000001110185	100.00001045591222	8.929823934412933E-30	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	9.599380741105006E-33	0.0	0.0	0.0	293.47726746886457	12.198250311077187	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
3020.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.6754484381356	-70.75804245010885	293.1499999999999	0.0	63.24698530079673	77.80908328937106	75.04301598816869	559.6807212406466	168.24159493166619	66.82045247021793	857.552420781203	380.91854487128785	79.29201899856591	67.22611759140578	146.90227347247625	267.4337080710443	20.289852175803645	226.58222863808854	100.0	100.0	0.16815870588276652	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804783483489036	0.0	0.0	0.0	293.47984999381447	12.198251015257016	0.41376966685325184	0.0	0.0	NaN	NaN	0.40896958276825107	0.0	0.0	NaN	NaN	0.40627891841182157	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
3030.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.6834644457342	-72.86648602286049	293.1499999999999	0.0	63.2469852994385	77.80908328937106	75.04301599052727	559.6807212390603	168.24161359860227	66.82045247021793	857.5525405864416	380.918568781274	79.29201961001816	67.22611759140578	146.9022732709455	267.4337054140169	30.386273002006448	226.58227848101265	100.08976395866188	100.3267660503336	0.16804326141208983	0.0	-0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.1680440370174204	0.0	-0.0	0.0	293.48243239487175	12.198252048589401	0.4062214986080307	0.0	0.0	NaN	NaN	0.40625973577434077	0.0	0.0	NaN	NaN	0.40627885454478313	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
3040.00	PROCESS	98.14402351998245	8.689298800776334E-4	0.9157599520277964	0.9157599520277964	1.5588273293539523	0.9118937553848296	0.9118937553848296	1.5588273293539523	0.8041401222332991	0.8041401222332991	1.919537407097031	0.8041401222332991	0.8041401222332991	1.919537407097031	0.0	0.0	999.9999999999999	297.7178437307312	-74.11993219068334	293.1499999999999	0.0	63.24698530085645	77.80908328937106	75.043015988065	559.6807212378534	168.24161837125456	66.82045247021793	857.5525712175477	380.91869308870537	79.29201115271015	67.22611759140578	146.90227605842023	267.43370079914405	30.386273002006448	224.5988022477009	100.0897286994607	100.32403844039976	0.1680440771349887	0.0	0.0	0.0	NaN	NaN	1.0382690209579177E-30	0.0	0.0	0.0	NaN	NaN	0.16804409050750937	0.0	0.0	0.0	293.48501467514006	12.198252361978083	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	293.1499640987523	-0.0
