Time	Spindle-BC-1	Spindle-BC-2	Spindle-BC-3	Spindle-BC-4	Spindle-BC-5	Spindle-BC-6	Spindle-BC-7	Spindle-BC-8	Spindle-BC-9	Spindle-BC-10	Spindle-BC-11	Spindle-BC-12	Spindle-BC-13	Spindle-BC-14	Spindle-BC-15	Spindle-BC-16	Spindle-BC-17	Spindle-BC-18	Tank-BC-1	PumpHydraulics-BC-1	PumpHydraulics-BC-2	PumpHydraulics-BC-3	PumpHydraulics-BC-4	PumpCoolant-BC-1	PumpCoolant-BC-2	PumpCoolant-BC-3	PumpCoolant-BC-4	PumpHE-BC-1	PumpHE-BC-2	PumpHE-BC-3	PumpHE-BC-4	CtrlSpindle-BC-1	AmpAxes-BC-1	CtrlAxesLin-BC-1	CtrlAxesRot-BC-1	AxisX-BC-1	AxisX-BC-2	AxisX-BC-3	AxisX-BC-4	AxisX-BC-5	AxisX-BC-6	AxisY-BC-1	AxisY-BC-2	AxisY-BC-3	AxisY-BC-4	AxisY-BC-5	AxisY-BC-6	AxisZ-BC-1	AxisZ-BC-2	AxisZ-BC-3	AxisZ-BC-4	AxisZ-BC-5	AxisZ-BC-6	AxisA-BC-1	AxisA-BC-2	AxisA-BC-3	AxisA-BC-4	AxisA-BC-5	AxisB-BC-1	AxisB-BC-2	AxisB-BC-3	AxisB-BC-4	AxisB-BC-5	AxisC-BC-1	AxisC-BC-2	AxisC-BC-3	AxisC-BC-4	AxisC-BC-5	TankHydraulic-BC-1
25.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.149998489978	293.1548696738363	234.10831022026926	736.7060707575226	109.8073089783944	263.62122422466643	151.07997227027025	69.03892829036921	848.9177338864827	28.369118477498482	87.52086229670928	67.22611759140578	348.6502035075503	21.085982936693235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.15000000000015	0.005177578882188101	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.283562294885
26.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.15000008622195	293.15525528732195	234.10831022154352	736.7060707575226	109.56816898894579	263.1943543320396	151.07997227027025	69.03892829036921	848.9198423865381	28.730744157566164	87.52073825456574	67.22611759140578	348.6248990083418	21.085127518901427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.15000000000015	0.00673308841910966	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.2892167835169
27.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1500009298387	293.15564710633777	234.10831022024684	736.7060707575226	109.33401067903125	262.77504213176877	151.07997227027025	69.03892829036921	848.916799589949	29.082252840754137	87.52061747094795	67.22611759140578	348.6012578127825	21.08432876079001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.15000000000015	9.212016899680078E-4	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.29485948298316
28.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1500014118756	293.1560446543546	234.10831022050294	736.7060707575226	109.10472664867379	262.36317563083907	151.07997227027025	69.03892829036921	848.9187747503428	29.4242965353989	87.52049936336329	67.22611759140578	348.57922908136607	21.08358804294511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.15000000000015	0.002984865214276758	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.30049065093687
29.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.15000173283465	293.1564475121856	234.10831022041015	736.7060707575226	108.8802139008983	261.9586474161437	151.07997227027025	69.03892829036921	848.9167758722637	29.757462228481593	87.52034991014821	67.22611759140578	348.55866605504025	21.082903588303193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.15000000000015	0.0021110542040188346	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.306110509573
30.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1500011562758	293.15685531132993	234.10831021993624	736.7060707575226	108.66037420827787	261.56135568820866	151.07997243532094	69.03892829036921	848.9200333714965	30.082280059698704	87.520250005672	67.22611759140578	348.5395915044022	21.082272496303865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.15000000000015	0.0034386399583568867	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.31171930246984
31.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1499986931106	293.15726772810217	234.10831021874526	736.7060707575226	108.44510914983728	261.1711953038231	151.07999251080204	69.03892829036921	848.920745254994	30.39923086276799	87.52012198392273	67.22611759140578	348.5210193153315	21.081690243743214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.15000000000015	0.006381569591488985	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.31731727318515
32.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1499988631048	293.1576844784107	234.10831022135463	736.7060707575226	108.23432193676422	260.788061128768	151.07997227027025	69.03892829036921	848.9181873229803	30.70875198771823	87.51998546029647	67.22611759140578	348.5041120058132	21.081148491787687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.15000000000015	0.005973637033899938	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.3229046038532
33.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1500012596137	293.15810531308983	234.10831022243678	736.7060707575226	108.02792271809564	260.41185788823265	151.08009924202923	69.03892829036921	848.9248561612602	31.011244644138003	87.51983646055908	67.22611759140578	348.48827551165493	21.08064471350145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.1500000000002	0.002556091395214453	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.3284814831456
34.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.15000090317074	293.1585300137872	234.10831021948482	736.7060707575226	107.82582257503688	260.042489406073	151.07999761224812	69.03892829036921	848.921024623176	31.307073954840277	87.51971841243325	67.22611759140578	348.4734440671524	21.08017929646257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.15000000000015	0.0024039598012657367	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.3340482012139
35.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1499991599798	293.15895838933346	234.10831022093512	736.7060707575226	107.62792530717402	259.6798432976967	151.07997227027025	69.03892829036921	848.9174581773323	31.596576405775707	87.51956423815446	67.22611759140578	348.45937445632524	21.07974712273527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.15000000000015	0.004655622060830246	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.3396049629317
36.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1499998985902	293.15939027251784	234.10831022063738	736.7060707575226	107.43414370768781	259.3238209537141	151.07997227027025	69.03892829036921	848.9199322405819	31.880063594384914	87.519442824032	67.22611759140578	348.44609315125183	21.079344142642174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.15000000000015	0.005609861877110668	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.3451519380425
37.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.150002923559	293.1598255172692	234.1083102217164	736.7060707575226	107.24439501799323	258.9743297123708	151.08000162800963	69.03892829036921	848.9213005069136	32.15782029164491	87.51929388456047	67.22611759140578	348.43339207118595	21.078966767916505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.14999999999986	0.004124165776568396	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.35068933302387
38.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1500008492593	293.1602639961745	234.10831021939515	736.7060707575226	107.05859472926943	258.6312711632804	151.08001186324339	69.03892829036921	848.9217984095194	32.43011019133819	87.51916931534814	67.22611759140578	348.42129025731697	21.07861172337321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.14999999999986	0.005660997656665024	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.35621737225875
39.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1500013602906	293.1607055982325	234.1083102201732	736.7060707575226	106.87665816449699	258.29454414148563	151.07997227027025	69.03892829036921	848.9195458086934	32.69717910820567	87.51899739824893	67.22611759140578	348.4088874693909	21.078276274394796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.15000000000015	0.0026103058940650094	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.3617362527873
40.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.15000119460916	293.16115022689246	234.10831022022765	736.7060707575226	106.69850444739953	257.96405216227737	151.07997227027025	69.03892829036921	848.9140720248971	32.95925562724357	87.51886553817342	67.22611759140578	348.3975203273686	21.077954675513254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.15000000000015	0.0047061523192131575	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.3672461313398
41.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.15000049361464	293.16159779832634	234.1083102205542	736.7060707575226	106.52405750314867	257.63970562243014	151.07997227027025	69.03892829036921	848.9188672595421	33.21655313449387	87.5187178550555	67.22611759140578	348.38654544694884	21.077646021772296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.15000000000015	0.002144549584561062	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.37274719910823
42.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1500034304524	293.162048239913	234.1083102203877	736.7060707575226	106.35323956762464	257.32140956119963	151.07997227027025	69.03892829036921	848.916639408602	33.46926840185076	87.51857148223887	67.22611759140578	348.37593311153	21.07735239586955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.15000000000015	0.00421933567853393	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.378239640145
43.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.14999906492005	293.162501488892	234.10831021987224	736.7060707575226	106.18597478468254	257.0090704356391	151.08000182514814	69.03892829036921	848.9215582955476	33.717585930650365	87.51841777454304	67.22611759140578	348.36561216967647	21.077071650126765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.1500000000001	0.00834722478774175	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.3837236429373
44.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.14999993716305	293.16295749113397	234.10831021898534	736.7060707575226	106.02218818184237	256.7025942878117	151.07997227027025	69.03892829036921	848.9145636566019	33.96167905496122	87.51827903892256	67.22611759140578	348.3555737317595	21.07680188392858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.1500000000001	0.007326193077606683	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.3891993905932
45.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.15000476930163	293.1634162001313	234.10831022052537	736.7060707575226	105.86180648899119	256.40188837622173	151.07997227027025	69.03892829036921	848.9180574272206	34.20171102027589	87.51813589992409	67.22611759140578	348.34573846537376	21.076541333414408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.1500000000002	0.00512476245659307	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.3946670253522
46.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1500021631164	293.163877576149	234.10831022085193	736.7060707575226	105.70476119504139	256.106867097267	151.07997227027025	69.03892829036921	848.9172952169391	34.437834562525026	87.51798196828078	67.22611759140578	348.3360695172356	21.076288515188104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.1500000000002	0.004477585712709372	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.400126697388
47.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.15000683860217	293.16434158531086	234.10831022034606	736.7060707575226	105.55098423436075	255.8174439132489	151.07997227027025	69.03892829036921	848.9163115031436	34.670192137239574	87.51783724063952	67.22611759140578	348.32657626399237	21.07604256751175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.1500000000002	0.006180050987138556	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.405578597226
48.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.15000183399127	293.1648081989511	234.10831022031726	736.7060707575226	105.40040519998092	255.53352589788764	151.08003175019567	69.03892829036921	848.923551343128	34.898919611687745	87.51767975535734	67.22611759140578	348.3164903239275	21.075802509466445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.15	0.012063828336603383	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.4110228888788
49.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1499996101126	293.1652773929369	234.10831021911665	736.7060707575226	105.25295714789426	255.25502491781214	151.07997227027025	69.03892829036921	848.9134277105762	35.12414320140434	87.51751133385915	67.22611759140578	348.3070375321016	21.075563917134197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.1499999999998	0.006575534648175738	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.4164597376164
50.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.15000741307415	293.16574914705177	234.10831022102485	736.7060707575226	105.1085741195108	254.98185307174978	151.07997227027025	69.03892829036921	848.915788083739	35.345984587361734	87.51737298649212	67.22611759140578	348.29779513895966	21.075327638512295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.14999999999986	0.005876033962745901	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.42188927019015
51.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1500087306509	293.1662234446141	234.10831022200455	736.7060707575226	104.96719459606041	254.71392935744572	151.07997227027025	69.03892829036921	848.9171963147378	35.56455814062251	87.5172231943118	67.22611759140578	348.2886405501238	21.075097078764834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.1499999999999	0.009023901185183507	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.4273116070475
52.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1500065765937	293.16670027202457	234.10831022081987	736.7060707575226	104.82875861554405	254.451174287185	151.07997227027025	69.03892829036921	848.919170849748	35.779969779679526	87.5170513739647	67.22611759140578	348.2795429046641	21.074870705731925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.15	0.0055355209382346405	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.4327269365074
53.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1500056509951	293.16717961829454	234.10831022000352	736.7060707575226	104.69320136112077	254.19349731840373	151.07997227027025	69.03892829036921	848.9131609786109	35.9923215790613	87.5169201305681	67.22611759140578	348.27058872098496	21.07464814029075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.15	0.006289812930400861	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.43813542591096
54.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1500066874381	293.1676614747934	234.1083102207815	736.7060707575226	104.56046090201455	253.94081186551512	151.07997227027025	69.03892829036921	848.9158324968198	36.20171139984116	87.51672831342233	67.22611759140578	348.2615802905435	21.074428298074828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.1500000000001	0.00443431167523409	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.4435371892551
55.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1500031727422	293.16814583495443	234.10831021940484	736.7060707575226	104.43048094319974	253.69304092098443	151.07997227027025	69.03892829036921	848.9175267986353	36.408230977020814	87.51660484260411	67.22611759140578	348.25203842416465	21.074210929258157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.1500000000001	0.004930958516671341	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.44893237144265
56.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1500006918473	293.1686326939658	234.10831021937597	736.7060707575226	104.30320344157138	253.45010273280062	151.080006748887	69.03892829036921	848.9225108268591	36.611966491664546	87.51645687121517	67.22611759140578	348.24299397690174	21.07399178540861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.1500000000001	0.0018030608840880944	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.4543211175986
57.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1500096257075	293.1691220485667	234.10831022126817	736.7060707575226	104.17857130886642	253.21191595773138	151.08004250702712	69.03892829036921	848.9252036748703	36.81300076167467	87.51627342335875	67.22611759140578	348.2339783190663	21.073771141939023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.14999999999986	0.008668425357073864	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.45970351555235
58.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.15000564029674	293.16961389688464	234.1083102205606	736.7060707575226	104.05653335196823	252.97840955168363	151.07997227027025	69.03892829036921	848.9159995539725	37.01141283800208	87.51610019632686	67.22611759140578	348.22505484160934	21.073554202110895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.1499999999997	0.011730864198732096	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.4650797037148
59.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.15000457152775	293.1701082381649	234.10831022122332	736.7060707575226	103.93703484746376	252.7495043262745	151.07997227027025	69.03892829036921	848.9140303914157	37.20727995478018	87.51593527905777	67.22611759140578	348.21618593691136	21.07334018517496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.1499999999994	0.007265797732499341	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.4704498248493
60.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.1500106675978	293.17060507263653	234.10831022028844	736.7060707575226	103.82002162949777	252.52512079217064	151.07997227027025	69.03892829036921	848.915597952618	37.40067458422018	87.51576015018465	67.22611759140578	348.2073219421859	21.073127918035404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.1499999999996	0.005220960152588568	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.47581400563337
61.00	0.0	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	293.15000282905396	293.1711044014643	234.1083102205894	736.7060707575226	103.7054417950283	252.30518275877523	151.07997227027025	69.03892829036921	848.9173849938159	37.591663989605145	87.51562370523419	67.22611759140578	348.19853181110557	21.072916890407456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.1499999999995	0.00644134959360642	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	293.481172371992
