Time	Spindle-BC-1	Spindle-BC-2	Spindle-BC-3	Spindle-BC-4	Spindle-BC-5	Spindle-BC-6	Spindle-BC-7	Spindle-BC-8	Spindle-BC-9	Spindle-BC-10	Spindle-BC-11	Spindle-BC-12	Spindle-BC-13	Spindle-BC-14	Spindle-BC-15	Spindle-BC-16	Spindle-BC-17	Spindle-BC-18	Tank-BC-1	PumpHydraulics-BC-1	PumpHydraulics-BC-2	PumpHydraulics-BC-3	PumpHydraulics-BC-4	PumpCoolant-BC-1	PumpCoolant-BC-2	PumpCoolant-BC-3	PumpCoolant-BC-4	PumpHE-BC-1	PumpHE-BC-2	PumpHE-BC-3	PumpHE-BC-4	CtrlSpindle-BC-1	AmpAxes-BC-1	CtrlAxesLin-BC-1	CtrlAxesRot-BC-1	AxisX-BC-1	AxisX-BC-2	AxisX-BC-3	AxisX-BC-4	AxisX-BC-5	AxisX-BC-6	AxisY-BC-1	AxisY-BC-2	AxisY-BC-3	AxisY-BC-4	AxisY-BC-5	AxisY-BC-6	AxisZ-BC-1	AxisZ-BC-2	AxisZ-BC-3	AxisZ-BC-4	AxisZ-BC-5	AxisZ-BC-6	AxisA-BC-1	AxisA-BC-2	AxisA-BC-3	AxisA-BC-4	AxisA-BC-5	AxisB-BC-1	AxisB-BC-2	AxisB-BC-3	AxisB-BC-4	AxisB-BC-5	AxisC-BC-1	AxisC-BC-2	AxisC-BC-3	AxisC-BC-4	AxisC-BC-5	TankHydraulic-BC-1
2201.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.48480241416934	293.3447857201932	234.10831022047094	736.7060707575226	100.19093897827044	271.9012515041119	184.7408561208302	69.03892829036921	1640.7440535743385	30.949213053057843	87.45836956304476	67.22611759140578	346.6465190622514	21.05283302327748	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.5125451503323	11.085866939790037	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	303.97709960206396
2202.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.4908748846174	293.34565117049374	234.10831022105685	736.7060707575226	100.19207414191712	271.9145607808186	184.73648261324908	69.03892829036921	1641.5485609939005	30.95966399717043	87.45807594073298	67.22611759140578	346.64266146539103	21.052858806569436	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.512836884629	11.085879991980583	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	303.98176798984736
2203.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.49693860504317	293.3465172387401	234.10831022065662	736.7060707575226	100.19321254318197	271.9278771423715	184.73208706853308	69.03892829036921	1642.3254302461605	30.969779201673692	87.4578010131542	67.22611759140578	346.63892487813064	21.05288905686875	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.51312896786726	11.085893086572435	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	303.9864361310475
2204.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.5029932897983	293.34738391503436	234.10831022032366	736.7060707575226	100.19435183390128	271.94119510061404	184.72769679400835	69.03892829036921	1643.0761036199838	30.979570020377523	87.45751642782257	67.22611759140578	346.6345293974281	21.052922400326743	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.5134213905489	11.085906193385275	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	303.991104059176
2205.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.50903867330607	293.3482511902742	234.1083102203877	736.7060707575226	100.19548912710005	271.95450770655174	184.72330451063826	69.03892829036921	1643.801283321894	30.989047917011955	87.45722814273176	67.22611759140578	346.63071397323216	21.05295438707103	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.51371414349114	11.085919319451277	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	303.9957717566776
2206.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.5150745002904	293.34911905606464	234.10831022080393	736.7060707575226	100.1966259597776	271.9678185791109	184.71919935769193	69.03892829036921	1644.5049037700592	30.99822390619015	87.4569210486042	67.22611759140578	346.6269786843374	21.052986055426487	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.51400721781147	11.085932134981958	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.000439195847
2207.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.52110050989074	293.349987504612	234.1083102205606	736.7060707575226	100.19776471666003	271.98113344408307	184.71526777794173	69.03892829036921	1645.186642387091	31.007107816960875	87.45664783757775	67.22611759140578	346.62338360040803	21.053021823405086	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.514300604909	11.085944761492097	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.0051063897135
2208.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.5271164380213	293.3508565286574	234.10831022143785	736.7060707575226	100.1989042435929	271.9944496025471	184.71154632591984	69.03892829036921	1645.8475307678018	31.01570867395372	87.45636857012958	67.22611759140578	346.61911977184917	21.053060361123162	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.5145942964492	11.085957162609896	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.0097733225544
2209.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.5331220306534	293.3517261214315	234.10831021930554	736.7060707575226	100.20004588913866	272.0077702226145	184.70811092428573	69.03892829036921	1646.4891020333785	31.024035396225518	87.45609050399622	67.22611759140578	346.6154283084293	21.053096960954527	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.5148882843414	11.085969247973662	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.0144400935081
2210.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.5391170550725	293.35259627666125	234.10831022076871	736.7060707575226	100.20118110196861	272.0210749310097	184.7039881148994	69.03892829036921	1647.1012389936986	31.032096262134683	87.45578164008391	67.22611759140578	346.61178421328816	21.053132652292824	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.5151825607772	11.085982135331934	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.0191066820919
2211.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.5451013110242	293.3534669884515	234.1083102191871	736.7060707575226	100.2023117656191	272.0343680101318	184.70015830195976	69.03892829036921	1647.695695447028	31.03990163299811	87.45550350720602	67.22611759140578	346.60827175732146	21.053172077708073	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.51547711820996	11.085994710346935	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.02377303874465
2212.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.55107462740165	293.3543382511964	234.10831021985624	736.7060707575226	100.20344218306104	272.0476598346133	184.6966626308761	69.03892829036921	1648.27372889877	31.047461465166766	87.45520723230362	67.22611759140578	346.604070634811	21.053214175624927	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.5157719493349	11.086006911871731	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.02843918725455
2213.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.55703679159217	293.3552100596152	234.10831022003552	736.7060707575226	100.20457032956436	272.0609456249184	184.69323322543644	69.03892829036921	1648.8328086305062	31.054782667975395	87.4549225598036	67.22611759140578	346.6004620260079	21.053254422940167	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.5160670470954	11.086019046699814	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.03310506453016
2214.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.5629875775115	293.3560824086863	234.1083102184891	736.7060707575226	100.20570165217703	272.0742383603578	184.6902457404221	69.03892829036921	1649.37773543918	31.06187251811689	87.45464842199956	67.22611759140578	346.5969558547556	21.053293783515787	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.516362404629	11.086030687025847	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.03777075882954
2215.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.56892679603965	293.35695529367723	234.1083102187901	736.7060707575226	100.20682852484902	272.08751993557587	184.68671600385355	69.03892829036921	1649.8980463660193	31.068737725749628	87.45435008228762	67.22611759140578	346.59346875462506	21.053336108238337	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.5166580152987	11.08604295819751	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.04243625968604
2216.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.57485426757285	293.357828710048	234.10831021919992	736.7060707575226	100.20795192340418	272.1007925203583	184.6838860913235	69.03892829036921	1650.408388281693	31.07538637724109	87.45406533844445	67.22611759140578	346.5893539868951	21.053380752829046	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.5169538726659	11.0860544467563	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.0471014909128
2217.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.5807698366399	293.35870265343453	234.10831021869723	736.7060707575226	100.20907843585128	272.11407188609013	184.68068340500542	69.03892829036921	1650.897150337122	31.081825587415032	87.45376832336429	67.22611759140578	346.58578409796723	21.053423605012046	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.5172499705006	11.086066366487787	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.05176647805047
2218.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.58667332976034	293.35957711969473	234.1083102204165	736.7060707575226	100.21020581183305	272.1273528057072	184.6778233651815	69.03892829036921	1651.3730306674083	31.088061768216733	87.45344187607527	67.22611759140578	346.5822651730107	21.05346546010263	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.51754630278157	11.086077912444418	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.0564311786408
2219.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.5925645926622	293.3604521047938	234.1083102193376	736.7060707575226	100.21133769187355	272.1406439017653	184.67494920671646	69.03892829036921	1651.8325901637522	31.094102050342244	87.45317599139841	67.22611759140578	346.5789193972197	21.053511079423618	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.51784286366524	11.086089480394865	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.06109562293636
2220.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.5984434780817	293.3613276048145	234.1083102209512	736.7060707575226	100.21247139106562	272.1539388672558	184.6723598484242	69.03892829036921	1652.279497451905	31.099952380226036	87.4529148588994	67.22611759140578	346.5748950805285	21.053558873872014	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.5181396474964	11.086100733199189	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.06575980830985
2221.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.60430983010093	293.3622036160239	234.1083102190558	736.7060707575226	100.21360712577416	272.16723811476356	184.66959421303952	69.03892829036921	1652.7091303704074	31.105618625641	87.4525999722914	67.22611759140578	346.5713358105699	21.053603678925942	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.51843664879704	11.086112196111635	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.07042376467945
2222.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.61016352752625	293.36308013483995	234.10831022088712	736.7060707575226	100.214742274425	272.18053543544994	184.66619621518032	69.03892829036921	1653.1169929826997	31.111106859055674	87.45232525324808	67.22611759140578	346.56794370045225	21.05364739950602	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.51873386230255	11.086124401701298	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.0750874827491
2223.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.61600446913513	293.36395715771215	234.10831021866204	736.7060707575226	100.21587766974693	272.19383270557967	184.66401052422617	69.03892829036921	1653.5244388528415	31.116425397917556	87.45203172880933	67.22611759140578	346.5645712208568	21.05369440694287	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.5190312828928	11.086135231911816	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.0797509762075
2224.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.62183253747577	293.36483468117063	234.10831022026926	736.7060707575226	100.21701210783928	272.20712712598225	184.66167640082543	69.03892829036921	1653.9163432978012	31.121578578253942	87.45174447397422	67.22611759140578	346.56055082274395	21.05374339874893	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.51932890560704	11.08614622649751	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.08441425524893
2225.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.6276475585102	293.3657127018868	234.10831022090318	736.7060707575226	100.21814474741687	272.22041662098115	184.65897029841634	69.03892829036921	1654.2905216448835	31.12656930921788	87.45143958797955	67.22611759140578	346.55706509565823	21.053790364316864	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.5196267256604	11.08615766472382	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.0890772106305
2226.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.63344942902404	293.3665912165823	234.1083102191871	736.7060707575226	100.21928498202246	272.2337236372406	184.65655358389955	69.03892829036921	1654.655088570242	31.13140458814761	87.45115745199695	67.22611759140578	346.55370747367596	21.053836320274	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.51992473839124	11.08616878229637	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.0937399678789
2227.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.6392380803918	293.3674702220422	234.10831022089997	736.7060707575226	100.22042191249122	272.2470223296375	184.65428593369523	69.03892829036921	1655.008788436474	31.136089990597213	87.45084778613635	67.22611759140578	346.55035927430833	21.053885333384812	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.52022293929593	11.086179737467885	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.0984024812725
2228.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.6450133942411	293.3683497151274	234.10831022003876	736.7060707575226	100.22155953079256	272.26032198433705	184.65174353410876	69.03892829036921	1655.3472367156196	31.140629527820728	87.45057501605136	67.22611759140578	346.54711866457694	21.05393653962483	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.5205213240358	11.086191014085001	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.1030647159971
2229.00	2.9307275553479775	0.0	3.925236078089672	3.925236078089672	1.5588273293539523	3.924387177944444	3.924387177944444	1.5588273293539523	3.2546320972461076	3.2546320972461076	1.919537407097031	3.2546320972461076	3.2546320972461076	1.919537407097031	0.0	0.0	999.9999999999999	296.65077526821494	293.36922969271967	234.10831021986263	736.7060707575226	100.222700797078	272.27362978968756	184.65006620788984	69.03892829036921	1655.6838327762885	31.14502856901158	87.450265689552	67.22611759140578	346.5431342332274	21.05398917267422	20.289852175803645	131.12826464422912	203.20349680979857	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.5208198883747	11.086201311124519	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	304.1077267552513
