Time	P_mech	P_ver	P_El	n	Drehmoment	Drehzahl	Konvektion	Strahlung	T_Spindel
0.000000	0.000000	0.000000	0.000000	0.360000	0.033378	0.000000	0.000000	0.000000	296.000000
0.000000	0.000000	0.000000	0.000000	0.360000	0.033378	0.000000	0.000000	0.000000	296.000000
0.004188	0.001682	0.002990	0.004672	0.360000	0.033357	0.000481	0.000000	0.000000	296.000001
0.025125	0.010000	0.017777	0.027777	0.360000	0.033257	0.002871	0.000000	0.000000	296.000024
0.129813	0.049416	0.087850	0.137266	0.360000	0.032774	0.014398	0.000000	0.000001	296.000631
0.344651	0.120098	0.207839	0.327938	0.366223	0.031870	0.035985	0.000001	0.000009	296.004176
0.604503	0.190263	0.301059	0.491321	0.387247	0.030916	0.058768	0.000004	0.000024	296.011448
0.897715	0.253501	0.374987	0.628488	0.403351	0.029997	0.080699	0.000009	0.000047	296.022276
1.219128	0.307879	0.440558	0.748437	0.411363	0.029153	0.100847	0.000016	0.000077	296.036557
1.566286	0.353344	0.460817	0.814160	0.433998	0.028401	0.118805	0.000025	0.000114	296.053628
1.938100	0.390641	0.462794	0.853435	0.457727	0.027746	0.134447	0.000037	0.000153	296.072331
2.334326	0.420812	0.457910	0.878722	0.478891	0.027186	0.147814	0.000050	0.000195	296.092151
2.755332	0.444948	0.453655	0.898602	0.495155	0.026716	0.159043	0.000064	0.000239	296.112989
3.201989	0.464066	0.450898	0.914964	0.507196	0.026327	0.168328	0.000080	0.000286	296.134925
3.675633	0.479070	0.449040	0.928111	0.516178	0.026010	0.175885	0.000097	0.000335	296.158067
4.178060	0.490732	0.447624	0.938356	0.522970	0.025756	0.181940	0.000116	0.000387	296.182524
4.711562	0.499700	0.446460	0.946160	0.528135	0.025556	0.186715	0.000137	0.000442	296.208415
5.278982	0.506514	0.445501	0.952014	0.532044	0.025401	0.190416	0.000160	0.000500	296.235881
5.883806	0.511620	0.444745	0.956365	0.534963	0.025283	0.193234	0.000185	0.000562	296.265097
6.530286	0.515385	0.444174	0.959559	0.537106	0.025195	0.195336	0.000213	0.000628	296.296272
7.223610	0.518108	0.443757	0.961866	0.538649	0.025131	0.196871	0.000244	0.000699	296.329662
7.970134	0.520036	0.443462	0.963497	0.539738	0.025085	0.197964	0.000277	0.000775	296.365576
8.777700	0.521364	0.443258	0.964623	0.540485	0.025054	0.198721	0.000315	0.000857	296.404395
9.656073	0.522253	0.443122	0.965375	0.540984	0.025032	0.199228	0.000357	0.000947	296.446590
10.617565	0.522825	0.443035	0.965860	0.541306	0.025019	0.199556	0.000404	0.001045	296.492752
11.677922	0.523179	0.442981	0.966160	0.541504	0.025010	0.199759	0.000457	0.001153	296.543635
12.857644	0.523386	0.442949	0.966335	0.541619	0.025005	0.199878	0.000517	0.001274	296.600218
14.183978	0.523500	0.442932	0.966432	0.541683	0.025002	0.199943	0.000587	0.001409	296.663802
15.694050	0.523557	0.442923	0.966480	0.541715	0.025001	0.199976	0.000669	0.001563	296.736157
17.439967	0.523584	0.442919	0.966503	0.541730	0.025000	0.199991	0.000767	0.001742	296.819762
19.497499	0.523594	0.442918	0.966512	0.541736	0.025000	0.199997	0.000885	0.001952	296.918220
21.981642	0.523598	0.442917	0.966515	0.541738	0.025000	0.199999	0.001032	0.002206	297.036995
25.075946	0.523599	0.442917	0.966515	0.541738	0.025000	0.200000	0.001221	0.002522	297.184791
29.088497	0.523599	0.442917	0.966516	0.541739	0.025000	0.200000	0.001477	0.002932	297.376190
34.526742	0.523599	0.442917	0.966516	0.541739	0.025000	0.200000	0.001838	0.003488	297.635128
41.733677	0.523599	0.442917	0.966516	0.541738	0.025000	0.200000	0.002340	0.004225	297.977436
47.222165	0.523599	0.442917	0.966516	0.541738	0.025000	0.200000	0.002737	0.004787	298.237466
52.710654	0.523599	0.442917	0.966516	0.541739	0.025000	0.200000	0.003147	0.005349	298.496921
58.816305	0.523599	0.442917	0.966516	0.541738	0.025000	0.200000	0.003616	0.005974	298.784865
65.149449	0.523599	0.442917	0.966515	0.541738	0.025000	0.200000	0.004116	0.006623	299.082765
70.987213	0.523599	0.442917	0.966515	0.541738	0.025000	0.200000	0.004588	0.007221	299.356660
76.235772	0.523599	0.442917	0.966516	0.541738	0.025000	0.200000	0.005020	0.007759	299.602329
81.474670	0.523599	0.442917	0.966516	0.541739	0.025000	0.200000	0.005459	0.008296	299.846991
87.303620	0.523599	0.442917	0.966516	0.541739	0.025000	0.200000	0.005955	0.008893	300.118554
93.686682	0.523599	0.442917	0.966516	0.541738	0.025000	0.200000	0.006508	0.009548	300.415133
99.858573	0.523599	0.442917	0.966515	0.541738	0.025000	0.200000	0.007051	0.010181	300.701101
105.307653	0.523599	0.442917	0.966515	0.541738	0.025000	0.200000	0.007537	0.010739	300.952921
110.403022	0.523599	0.442917	0.966516	0.541738	0.025000	0.200000	0.007997	0.011262	301.187833
115.889966	0.523599	0.442917	0.966516	0.541739	0.025000	0.200000	0.008498	0.011824	301.440189
122.121998	0.523599	0.442917	0.966516	0.541738	0.025000	0.200000	0.009073	0.012463	301.726041
128.564640	0.523599	0.442917	0.966515	0.541738	0.025000	0.200000	0.009675	0.013124	302.020685
134.356404	0.523599	0.442917	0.966515	0.541738	0.025000	0.200000	0.010221	0.013718	302.284807
139.475190	0.523599	0.442917	0.966516	0.541738	0.025000	0.200000	0.010708	0.014242	302.517641
144.647801	0.523599	0.442917	0.966516	0.541739	0.025000	0.200000	0.011204	0.014772	302.752350
145.238416	0.523599	0.442917	0.966516	0.541739	0.025000	0.200000	0.011260	0.014832	302.779112
145.829032	0.523599	0.442917	0.966516	0.541739	0.025000	0.200000	0.011317	0.014892	302.805868
148.782108	0.523599	0.442917	0.966516	0.541739	0.025000	0.200000	0.011603	0.015195	302.939531
149.605946	0.523599	0.442917	0.966516	0.541739	0.025000	0.200000	0.011682	0.015279	302.976786
149.791156	0.523599	0.442917	0.966516	0.541739	0.025000	0.200000	0.011700	0.015298	302.985159
149.976366	0.523599	0.442917	0.966516	0.541739	0.025000	0.200000	0.011718	0.015317	302.993532
149.997198	0.523599	0.442917	0.966516	0.541739	0.025000	0.200000	0.011720	0.015319	302.994474
149.999787	0.523599	0.442917	0.966516	0.541739	0.025000	0.200000	0.011720	0.015320	302.994591
150.000000	0.523583	0.442919	0.966502	0.541730	0.025000	0.199991	0.011720	0.015320	302.994595
150.000000	-0.026866	0.016657	-0.010209	0.380001	-0.001283	0.199991	0.011720	0.015320	302.994595
150.000972	-0.026781	0.016604	-0.010177	0.380011	-0.001279	0.199907	0.011720	0.015320	302.994594
150.005832	-0.026358	0.016341	-0.010018	0.380061	-0.001262	0.199488	0.011720	0.015320	302.994588
150.030134	-0.024286	0.015051	-0.009236	0.380284	-0.001175	0.197412	0.011720	0.015320	302.994558
150.151643	-0.014874	0.009210	-0.005664	0.380805	-0.000758	0.187455	0.011719	0.015319	302.994360
150.396808	-0.000000	0.000000	-0.000000	0.379673	-0.000000	0.169366	0.011718	0.015318	302.993756
150.396808	0.000000	0.000000	0.000000	0.379673	0.000000	0.169366	0.011718	0.015318	302.993756
150.781902	0.015159	0.025270	0.040430	0.374950	0.000994	0.145637	0.011717	0.015316	302.993197
151.178710	0.023928	0.040893	0.064822	0.369143	0.001812	0.126110	0.011718	0.015317	302.993487
151.593409	0.028656	0.050161	0.078817	0.363577	0.002489	0.109950	0.011719	0.015319	302.994342
152.027142	0.030822	0.054795	0.085618	0.360000	0.003044	0.096706	0.011722	0.015322	302.995561
152.481696	0.031449	0.055910	0.087360	0.360000	0.003494	0.085955	0.011725	0.015325	302.996968
152.959076	0.031219	0.055500	0.086718	0.360000	0.003856	0.077317	0.011728	0.015328	302.998459
153.461588	0.030569	0.054344	0.084913	0.360000	0.004143	0.070456	0.011732	0.015332	302.999983
153.991893	0.029770	0.052925	0.082695	0.360000	0.004369	0.065076	0.011735	0.015335	303.001515
154.553087	0.028978	0.051517	0.080496	0.360000	0.004543	0.060915	0.011738	0.015339	303.003048
155.148790	0.028274	0.050264	0.078538	0.360000	0.004676	0.057747	0.011741	0.015342	303.004588
155.783278	0.027689	0.049225	0.076914	0.360000	0.004775	0.055377	0.011745	0.015346	303.006149
156.461642	0.027229	0.048407	0.075636	0.360000	0.004848	0.053639	0.011748	0.015349	303.007749
157.190004	0.026883	0.047792	0.074675	0.360000	0.004900	0.052393	0.011752	0.015353	303.009410
157.975803	0.026633	0.047347	0.073980	0.360000	0.004936	0.051522	0.011755	0.015357	303.011156
158.828195	0.026460	0.047040	0.073499	0.360000	0.004961	0.050932	0.011759	0.015361	303.013015
159.758602	0.026345	0.046835	0.073180	0.360000	0.004977	0.050546	0.011764	0.015366	303.015018
159.868379	0.026335	0.046817	0.073152	0.360000	0.004979	0.050512	0.011764	0.015366	303.015253
159.978155	0.026325	0.046800	0.073126	0.360000	0.004980	0.050481	0.011765	0.015367	303.015487
159.992080	0.026324	0.046798	0.073122	0.360000	0.004980	0.050477	0.011765	0.015367	303.015517
159.996051	0.026324	0.046798	0.073122	0.360000	0.004980	0.050476	0.011765	0.015367	303.015526
159.997080	0.026324	0.046798	0.073121	0.360000	0.004980	0.050476	0.011765	0.015367	303.015528
159.998109	0.026324	0.046797	0.073121	0.360000	0.004980	0.050475	0.011765	0.015367	303.015530
159.999897	0.026323	0.046797	0.073121	0.360000	0.004980	0.050475	0.011765	0.015367	303.015534
159.999954	0.026323	0.046797	0.073121	0.360000	0.004980	0.050475	0.011765	0.015367	303.015534
160.000012	0.744112	1.009287	1.753399	0.424383	0.140717	0.050497	0.011765	0.015367	303.015537
160.000061	0.744705	1.009805	1.754510	0.424452	0.140715	0.050538	0.011765	0.015367	303.015542
160.000306	0.747671	1.012384	1.760055	0.424800	0.140706	0.050742	0.011765	0.015367	303.015568
160.001530	0.762485	1.025206	1.787691	0.426520	0.140664	0.051763	0.011765	0.015367	303.015700
160.007654	0.836267	1.103704	1.939971	0.431072	0.140450	0.056858	0.011767	0.015369	303.016389
160.038271	1.197946	1.570808	2.768754	0.432666	0.139394	0.082066	0.011776	0.015379	303.020777
160.191360	2.837806	2.246159	5.083965	0.558188	0.134385	0.201652	0.011848	0.015455	303.054090
160.436282	4.961273	1.915242	6.876515	0.721481	0.127235	0.372357	0.011967	0.015580	303.109171
160.716915	6.803373	2.096986	8.900359	0.764393	0.120190	0.540540	0.012090	0.015709	303.166184
161.027409	8.299123	2.110305	10.409428	0.797270	0.113613	0.697551	0.012251	0.015879	303.240881
161.364422	9.461695	1.896183	11.357878	0.833051	0.107687	0.839033	0.012400	0.016035	303.309621
161.726406	10.338202	1.811036	12.149239	0.850934	0.102480	0.963338	0.012559	0.016201	303.382497
162.112818	10.984181	1.857247	12.841428	0.855371	0.097997	1.070349	0.012722	0.016371	303.457369
162.523797	11.452093	1.881776	13.333869	0.858872	0.094206	1.160852	0.012904	0.016560	303.540282
162.960022	11.786644	1.906125	13.692768	0.860793	0.091052	1.236152	0.013097	0.016761	303.628144
163.422641	12.023606	1.949586	13.973192	0.860477	0.088469	1.297828	0.013308	0.016979	303.724008
163.913266	12.190387	1.885877	14.076264	0.866024	0.086385	1.347564	0.013531	0.017210	303.824878
164.433983	12.307309	1.826869	14.134178	0.870748	0.084732	1.387038	0.013760	0.017445	303.927968
164.987406	12.389077	1.816667	14.205744	0.872117	0.083441	1.417851	0.014000	0.017691	304.035448
165.576749	12.446142	1.827413	14.273555	0.871972	0.082451	1.441481	0.014256	0.017954	304.150102
166.205938	12.485845	1.835956	14.321801	0.871807	0.081707	1.459259	0.014533	0.018237	304.273187
166.879763	12.513319	1.838491	14.351809	0.871898	0.081158	1.472356	0.014831	0.018540	304.405360
167.604078	12.532157	1.836883	14.369040	0.872164	0.080763	1.481780	0.015153	0.018867	304.547406
168.386083	12.544893	1.833544	14.378437	0.872480	0.080487	1.488383	0.015502	0.019220	304.700482
169.234710	12.553332	1.830074	14.383406	0.872765	0.080299	1.492872	0.015881	0.019602	304.866209
170.161156	12.558775	1.827222	14.385997	0.872986	0.080175	1.495818	0.016297	0.020019	305.046731
171.179661	12.562163	1.825180	14.387343	0.873140	0.080097	1.497673	0.016756	0.020478	305.244824
172.308621	12.564179	1.823862	14.388042	0.873238	0.080051	1.498785	0.017268	0.020987	305.464077
173.572275	12.565313	1.823086	14.388400	0.873295	0.080025	1.499413	0.017844	0.021557	305.709198
175.003308	12.565907	1.822670	14.388577	0.873325	0.080011	1.499742	0.018500	0.022203	305.986507
176.647017	12.566190	1.822469	14.388659	0.873340	0.080004	1.499900	0.019260	0.022947	306.304725
178.568292	12.566311	1.822383	14.388693	0.873346	0.080001	1.499967	0.020156	0.023819	306.676309
180.863849	12.566355	1.822351	14.388706	0.873348	0.080000	1.499991	0.021238	0.024864	307.119782
183.684843	12.566367	1.822342	14.388709	0.873349	0.080000	1.499998	0.022582	0.026152	307.664027
187.280300	12.566370	1.822340	14.388710	0.873349	0.080000	1.500000	0.024319	0.027802	308.356510
192.072449	12.566370	1.822340	14.388710	0.873349	0.080000	1.500000	0.026672	0.030012	309.277403
198.610981	12.566370	1.822340	14.388710	0.873349	0.080000	1.500000	0.029950	0.033052	310.530029
206.211474	12.566368	1.822342	14.388710	0.873349	0.080000	1.499998	0.033849	0.036616	311.980409
210.792030	12.566370	1.822340	14.388710	0.873349	0.080000	1.500000	0.036235	0.038776	312.851509
215.372585	12.566370	1.822340	14.388710	0.873349	0.080000	1.500000	0.038656	0.040952	313.720335
221.525368	12.566370	1.822340	14.388710	0.873349	0.080000	1.500000	0.041955	0.043897	314.883752
229.008593	12.566369	1.822341	14.388710	0.873349	0.080000	1.499999	0.046029	0.047506	316.293076
229.671513	12.566369	1.822341	14.388710	0.873349	0.080000	1.499999	0.046382	0.047820	316.417623
229.815486	12.566369	1.822341	14.388710	0.873349	0.080000	1.499999	0.046461	0.047889	316.444666
229.959459	12.566369	1.822341	14.388710	0.873349	0.080000	1.499999	0.046540	0.047959	316.471706
229.995644	12.566370	1.822340	14.388710	0.873349	0.080000	1.499999	0.046560	0.047976	316.478502
229.999489	12.566370	1.822340	14.388710	0.873349	0.080000	1.499999	0.046562	0.047978	316.479224
229.999806	12.566370	1.822340	14.388710	0.873349	0.080000	1.499999	0.046562	0.047978	316.479284
230.000000	12.566335	1.822365	14.388700	0.873347	0.080001	1.499980	0.046561	0.047978	316.479140
230.000000	-8.754976	1.321140	-7.433836	0.849098	-0.055737	1.499980	0.046561	0.047978	316.479140
230.000317	-8.751691	1.320648	-7.431043	0.849098	-0.055726	1.499716	0.046562	0.047978	316.479182
230.001902	-8.735287	1.318235	-7.417052	0.849091	-0.055670	1.498394	0.046562	0.047979	316.479393
230.009828	-8.653719	1.307328	-7.346392	0.848929	-0.055394	1.491802	0.046565	0.047981	316.480443
230.049458	-8.256994	1.286066	-6.970928	0.844245	-0.054032	1.459289	0.046580	0.047995	316.485601
230.247607	-6.526459	1.159365	-5.367093	0.822359	-0.047670	1.307395	0.046655	0.048060	316.511022
230.613172	-4.216971	0.816550	-3.400421	0.806366	-0.037676	1.068820	0.046760	0.048153	316.546795
230.984353	-2.693449	0.587702	-2.105747	0.781803	-0.029467	0.872848	0.046820	0.048206	316.567398
231.371387	-1.675727	0.425111	-1.250616	0.746312	-0.022585	0.708535	0.046884	0.048262	316.589063
231.775030	-1.010322	0.340854	-0.669468	0.662628	-0.016866	0.572020	0.046919	0.048293	316.601147
232.196748	-0.584863	0.239483	-0.345380	0.590531	-0.012154	0.459522	0.046945	0.048316	316.609969
232.638166	-0.319760	0.154627	-0.165133	0.516427	-0.008306	0.367646	0.046959	0.048328	316.614754
233.101133	-0.159531	0.092637	-0.066893	0.419313	-0.005193	0.293345	0.046963	0.048332	316.616039
233.587764	-0.066215	0.041643	-0.024572	0.371099	-0.002703	0.233903	0.046958	0.048328	316.614524
234.100492	-0.014382	0.008905	-0.005477	0.380809	-0.000735	0.186908	0.046946	0.048317	316.610515
234.338725	-0.000000	0.000000	-0.000000	0.379673	-0.000000	0.169366	0.046939	0.048311	316.608157
234.338725	0.000000	0.000000	0.000000	0.379673	0.000000	0.169366	0.046939	0.048311	316.608157
234.880365	0.019268	0.032435	0.051702	0.372663	0.001339	0.137397	0.046926	0.048299	316.603616
235.422006	0.027689	0.048170	0.075859	0.365008	0.002320	0.113990	0.046917	0.048291	316.600441
236.049736	0.031026	0.055158	0.086184	0.360000	0.003132	0.094587	0.046908	0.048284	316.597527
236.715321	0.031376	0.055780	0.087155	0.360000	0.003727	0.080398	0.046900	0.048276	316.594674
237.429592	0.030530	0.054276	0.084806	0.360000	0.004156	0.070152	0.046891	0.048268	316.591564
238.199099	0.029383	0.052236	0.081619	0.360000	0.004458	0.062941	0.046881	0.048259	316.588060
239.032544	0.028336	0.050375	0.078711	0.360000	0.004664	0.058010	0.046869	0.048249	316.584086
239.940664	0.027526	0.048935	0.076462	0.360000	0.004801	0.054750	0.046856	0.048237	316.579594
239.981100	0.027497	0.048884	0.076382	0.360000	0.004806	0.054640	0.046855	0.048237	316.579391
239.995089	0.027488	0.048867	0.076355	0.360000	0.004807	0.054603	0.046855	0.048237	316.579321
239.998071	0.027486	0.048863	0.076349	0.360000	0.004808	0.054595	0.046855	0.048237	316.579306
239.999799	0.027484	0.048861	0.076345	0.360000	0.004808	0.054591	0.046855	0.048237	316.579298
240.001137	0.818084	1.080876	1.898960	0.430806	0.140503	0.055601	0.046855	0.048237	316.579426
240.002474	0.834158	1.100957	1.935115	0.431064	0.140456	0.056712	0.046856	0.048237	316.579571
240.009160	0.914182	1.212843	2.127025	0.429794	0.140224	0.062256	0.046858	0.048239	316.580342
240.042592	1.305753	1.698210	3.003963	0.434677	0.139076	0.089656	0.046873	0.048252	316.585311
240.209753	3.065524	2.252789	5.318313	0.576409	0.133658	0.219019	0.046979	0.048346	316.621379
240.535790	5.711850	1.820683	7.532533	0.758291	0.124477	0.438186	0.047177	0.048521	316.688942
240.906251	7.795323	2.299809	10.095132	0.772186	0.115937	0.642073	0.047414	0.048729	316.769484
241.290112	9.254195	1.857305	11.111500	0.832848	0.108813	0.812135	0.047648	0.048935	316.849142
241.690456	10.275050	1.822376	12.097426	0.849358	0.102884	0.953694	0.047877	0.049137	316.926958
242.108576	10.985230	1.857485	12.842715	0.855367	0.097989	1.070538	0.048107	0.049339	317.004890
242.546068	11.477184	1.879532	13.356716	0.859282	0.093985	1.166134	0.048358	0.049560	317.089890
243.004734	11.817009	1.914694	13.731704	0.860564	0.090740	1.243595	0.048621	0.049791	317.179010
243.486634	12.051446	1.945266	13.996711	0.861020	0.088139	1.305699	0.048907	0.050042	317.275500
243.994135	12.213196	1.873072	14.086268	0.867029	0.086077	1.354915	0.049203	0.050303	317.375460
244.529974	12.324921	1.821379	14.146300	0.871247	0.084465	1.393417	0.049504	0.050567	317.476971
245.097335	12.402199	1.818332	14.220531	0.872133	0.083221	1.423109	0.049819	0.050843	317.582835
245.699953	12.455687	1.829672	14.285359	0.871920	0.082277	1.445644	0.050154	0.051138	317.695699
246.342241	12.492659	1.836980	14.329639	0.871806	0.081573	1.462442	0.050515	0.051454	317.816636
247.029465	12.518099	1.838401	14.356500	0.871946	0.081059	1.474711	0.050902	0.051793	317.946295
247.767969	12.535448	1.836217	14.371666	0.872234	0.080693	1.483467	0.051318	0.052158	318.085519
248.565480	12.547109	1.832738	14.379847	0.872548	0.080438	1.489553	0.051768	0.052552	318.235538
